% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0.25	0.5	1	15	12	3	67	10787	67	10787	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.5	0.75	1	1	87	3	67	10787	66	10626	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.5	0.75	1	2	50	3	67	10787	67	10787	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.5	0.75	1	3	96	3	67	10787	67	10787	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.5	0.75	1	4	78	3	67	10787	66	10626	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.5	0.75	1	5	20	3	66	10626	66	10626	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.5	0.75	1	6	91	3	67	10787	67	10787	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.5	0.75	1	7	29	3	66	10626	67	10787	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.5	0.75	1	8	71	3	67	10787	66	10626	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.5	0.75	1	9	39	3	66	10626	67	10787	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.5	0.75	1	10	63	3	67	10787	67	10787	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.5	0.75	1	11	58	3	67	10787	67	10787	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.5	0.75	1	12	82	3	66	10626	66	10626	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.5	0.75	1	13	94	3	67	10787	67	10787	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.5	0.75	1	14	1	3	67	10787	67	10787	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.5	0.75	1	15	12	3	66	10626	67	10787	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.75	1	1	1	87	3	40	6440	40	6440	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.75	1	1	2	50	3	40	6440	40	6440	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.75	1	1	3	96	3	40	6440	40	6440	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.75	1	1	4	78	3	40	6440	40	6440	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.75	1	1	5	20	3	40	6440	40	6440	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.75	1	1	6	91	3	40	6440	40	6440	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.75	1	1	7	29	3	40	6440	40	6440	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.75	1	1	8	71	3	40	6440	40	6440	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.75	1	1	9	39	3	40	6440	40	6440	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.75	1	1	10	63	3	40	6440	39	6279	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.75	1	1	11	58	3	40	6440	39	6279	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.75	1	1	12	82	3	40	6440	40	6440	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.75	1	1	13	94	3	40	6440	40	6440	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.75	1	1	14	1	3	40	6440	39	6279	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
0.75	1	1	15	12	3	40	6440	39	6279	0.00471429	0	0.00471429	0.00471429	161	0	161	161	
